PatentNum,Date,Title,Text
9875454,2018,Accommodating mobile destinations for unmanned aerial vehicles,"A device receives a request for a flight path for a UAV to travel from a location to an anticipated location associated with a mobile device, and determines capability information for the UAV based on component information associated with the UAV. The device receives information associated with a current location, a direction of travel, and a speed of the mobile device, and calculates the flight path from the location to the anticipated location associated with the mobile device based on the capability information and based on the information associated with the current location, the direction of travel, and the speed of the mobile device. The device generates flight path instructions for the flight path, and provides the flight path instructions to the UAV to permit the UAV to travel from the location to the anticipated location associated with the mobile device, based on the flight path instructions."
9981834,2018,Method of actively controlling winch swing via modulated uptake and      release,"An unmanned aerial vehicle (UAV) including a winch system, wherein the winch system includes a winch line having a first end that is secured to the payload, and wherein the winch system is controllable to vary the rate of descent of the payload, an inertial measurement unit positioned on the payload or on the first end of the winch line, wherein the inertial measurement unit is configured to measure oscillations of the payload, and a control system configured to (a) receive data from the IMU, (b) determine oscillations of the payload based on the data received from the IMU, and (c) operate the winch system to vary the deployment rate of the winch line so to damp oscillations of the payload."
10024981,2018,System and method for locating radiation sources,"A radiation detection system is disclosed comprising of number of detector elements arranged in a regular pattern that allows for directional information to be collected based on the number of radiation interaction events in each detection element. This system is mounted to an unmanned vehicle. In some embodiments, this information is used by the motion control unit of the unmanned vehicle to guide its movement toward a radiation source. A radiation spectrometer, also integrated in the detection system, is able to identify radiation sources."
10136035,2018,Interchangeable mounting platform,"A platform for interchangeably mounting a payload to a base support is provided. In one aspect, the platform comprises: a support assembly configured to be releasably coupled to a payload via a first coupling and configured to control a spatial disposition of the payload; and a mounting assembly configured to be releasably coupled via a second coupling to a plurality of types of base supports selected from at least two of the following: an aerial vehicle, a handheld support, or a base adapter mounted onto a movable object."
10124890,2018,"Modular nacelles to provide vertical takeoff and landing (VTOL)      capabilities to fixed wing aerial vehicles, and associated systems and      methods","Modular nacelles to provide vertical takeoff and landing (VTOL) capabilities to fixed-wing aerial vehicles, and associated systems and methods are disclosed. A representative system includes a nacelle, a power source carried by the nacelle, and multiple VTOL rotors carried by the nacelle and coupled to the power source. The system can further include an attachment system carried by the nacelle and configured to releasably attach the nacelle to an aircraft wing."
10045523,2018,Baiting method and apparatus for pest control,"A system for carrying out pest baiting, comprises an unmanned aerial vehicle (UAV) which is controllable to record image data over a predefined flight path, the image data being captured by an image recording device. A computer processing arrangement is operable to evaluate the recorded image data to determine pest related data associated with an animal species identified as a pest, and to subsequently determine a baiting program for eradication of the animal species based on the determined pest data."
9911190,2018,Method and computer program for generating a database for use in locating      mobile devices based on imaging,"Method, system and computer program for generating a database of pixel patterns includes obtaining images using an imaging system of mobile devices, each image including a pixel pattern, and determining a position of the mobile device using a positioning system at least partly situated on the mobile device when each image is obtained using the imaging system of the mobile device. Positional relationships between a size and/or angular orientation of the pattern of pixels and an associated determined position of the mobile device when the at least one image including the pattern of pixels was obtained are generated and enables retrieval of an estimation of the position of the mobile device upon input of another image including the pattern of pixels. The generated positional relationships between the size and/or angular orientation of the pattern of pixels and the associated determined position of the mobile device are stored in a database."
9974001,2018,Ad hoc network with unidirectional link,"A method and apparatus for use in an ad hoc network, comprising: a node transmitting an extended allowable hold time value to a further node; the node changing its transmission behavior such that the further node stops receiving transmission from the node for an extended period, for example by pausing transmission at least in the direction of the further node; and the further node treating the link to the node as intact during the extended allowable hold time. The transmitting of the extended allowable hold time value may be performed earlier than a next routine transmission of routine allowable hold time value would have been sent. The method may further comprise the node being instructed to maintain topology information for an extended time."
9952022,2018,Modularized armor structure with unmanned aerial vehicle loaded and      armored vehicle using the same,An armored vehicle includes: a basic armored vehicle having a predetermined basic external armor; a modularized armor structure exchangeably attached to the basic external armor; and an unmanned aerial vehicle loaded on the modularized armor structure. The modularized armor structure includes: an unmanned aerial vehicle loading section configured to load the unmanned aerial vehicle; an armoring material structure formed of armoring material; and an attaching section used to exchangeably attach the modularized armor structure to the basic armored vehicle.
10061327,2018,Assisted takeoff,"Systems, methods, and devices are provided for assisted takeoff of an aerial vehicle. The aerial vehicle may takeoff using a first control scheme and switch to a second control scheme for normal flight when a takeoff threshold is met. The first control scheme optionally does not use integral control while the second control scheme may use integral control. The aerial vehicle may determine that a takeoff threshold is met, based on an output to a motor of the aerial vehicle and/or an acceleration of the aerial vehicle."
9862505,2018,Techniques for emplacing an unmanned aerial vehicle launcher prior to      launching an unmanned aerial vehicle,"A technique is directed to launching an unmanned aerial vehicle (UAV). The technique involves positioning a UAV launcher over a ground location. The technique further involves installing, after the UAV launcher is positioned over the ground location and prior to launching the UAV, an anchor into the ground location to anchor the UAV launcher to the ground location. The technique further involves operating, after the UAV launcher is anchored to the ground location, the UAV launcher to impart launching force onto the UAV to launch the UAV, the anchor holding the UAV launcher substantially in place at the ground location to minimize energy loss as the UAV launcher imparts launching force onto the UAV. In some arrangements, the UAV launcher is capable of pivoting while remaining anchored between launches to accommodate changes in wind direction while maintaining substantial connection to the ground location for enhanced consistency and performance."
10131435,2018,System and method for providing temperature control,"Systems and methods are disclosed for providing a controlled temperature in a control volume. Such systems include a main chamber (defining the control volume), a mixing chamber and a gasflow source. The mixing chamber is in selective fluid communication with the main chamber, and has at least one mixing chamber inlet, and a ram air inlet for allowing ram airflow at a first temperature to be channeled into the mixing chamber. The gasflow source provides a source gasflow at a greater, second temperature to the mixing chamber. The mixing chamber provides the mixing chamber outflow at a third temperature by selectively allowing the ram airflow and the source gasflow in the mixing chamber to mix therein, or, by selectively allowing the ram airflow in the mixing chamber to flow to the main chamber (in absence of source gasflow). A controller is operative to provide a desired level for the third temperature."
10060746,2018,Methods and systems for determining a state of an unmanned aerial vehicle,"The present invention provides methods and systems related to determine a state of the UAV by updating a determined state of UAV with a relative proportional relationship. The UAV may be provided with a monocular camera, a proximity sensor and a processor. The processor may determine external state information of the UAV based on image data captured by the monocular camera, and calculate a relative proportional relationship to be applied to the determined external state information. The updated external state information of the UAV may be more precise or even equal to the actual state information of the UAV, thus enabling more accurate control and navigation for the autonomous flight."
10047905,2018,Gimbal and unmanned aerial vehicle including the same,"A gimbal includes a base and a fixing support rotatably provided on the base, wherein the fixing support includes a first mounting seat and a second mounting seat, and the second mounting seat is provided with an inner cavity therein. An unmanned aerial vehicle including a gimbal is also provided."
10015678,2018,Provision of coverage for a wireless communication network by using moving      base stations on robots or drones,"A system, methods, apparatuses, and computer programs for providing coverage of a wireless communication network are described. The wireless communication network comprises radio base stations () mounted on mobile robots () and the mobile robots () are capable of communicating with a maintenance base (). The method comprises to determine a radio coverage area () to be provided by the base stations mounted on said mobile robots (). The method further comprises to deploy said mobile robots () at geographical positions suitable to provide the radio coverage area () and the maintenance base () replacing a deployed mobile robot () in order to maintain the radio coverage area ()."
9954466,2018,Unmanned aerial vehicle and data processing method thereof,"The present disclosure discloses an unmanned aerial vehicle comprising at least two controllers, at least two electronic speed controllers and at least two motors, wherein: the at least two electronic speed controllers are electrically connected with the at least two controllers to obtain at least two sets of control data respectively from the at least two controllers, select optimal control data from the at least two sets of control data, and control a rotation speed of the corresponding motor according to the optimal control data. The present disclosure further discloses a data processing method of an unmanned aerial vehicle. The electronic speed controllers of the present disclosure may be able to receive data directly from the controllers and select the optimal control data for controlling the rotation speed of the motors, thereby effectively reducing design costs and safety risks."
10041809,2018,Aircraft intent processor,"Example aircraft intent processors are described herein that can be used both for the prediction of an aircraft's trajectory from aircraft intent, and the execution of aircraft intent for controlling the aircraft. An example aircraft intent processor includes an aircraft intent input to receive aircraft intent data representative of aircraft intent instructions, an aircraft state input to receive state data representative of a state of the aircraft, and a residual output. The aircraft intent processor is to calculate residual data representative of an error between a state of the aircraft commanded by the received aircraft intent data and the state of the aircraft expressed by received state data, and output the residual data via the residual output."
9940836,2018,Estimating transit queue volume using probe ratios,"Transit through an area by a population of travelers may be evaluated by a number of techniques, and may be useful for routing, transit time estimation, and transit control. Some techniques involve the use of probes, such as individuals or vehicles that are tagged and trackable through the area. However, estimating properties such as transit queue volume through probe counts may be difficult, as the ratio of probes to the overall population may vary. Presented herein are techniques for estimating transit properties by evaluating transit queues to estimate the probe ratio for an area. Such techniques involve counting and tracking the probes in a transit queue to estimate a queue length change of the transit queue, and a probe rate change of probes entering and exiting the transit queue. This information may inform estimates of the probe ratio, and in turn regional transit estimates, such as transit queue volumes."
10061318,2018,Drone device for monitoring animals and vegetation,"A fact checking system utilizes social networking information and analyzes and determines the factual accuracy of information and/or characterizes the information by comparing the information with source information. The social networking fact checking system automatically monitors information, processes the information, fact checks the information and/or provides a status of the information, including automatically modifying a web page to include the fact check results. The fact checking system is able to be implemented utilizing a drone device. The drone device is able to be implemented in conjunction with a security system."
9859972,2018,Broadband access to mobile platforms using drone/UAV background,"Systems and methods for providing broadband internet access to mobile platforms such as vehicles, aircraft, and portable devices, using a network of one or more entities such as drones/unmanned aerial vehicles (UAVs). In one embodiment, the drone communication system comprises an antenna sub-system, a radio sub-system and a data switching sub-system. The mobile platforms comprise antenna and radio sub-systems to communicate with the drones, detect changes in the mobile platforms azimuth and elevation changes, and adjust the mobile platform's antenna beam to compensate for the orientation changes to optimally point toward the drones. The exemplary mobile platform further comprises methods to detect the need for handoff to a different drone and to carry out the handoff."
10067510,2018,Unmanned vehicle (UV) movement and data control system,"Unmanned vehicle (UV) movement and data control may include controlling a UV according to a movement plan. Formatted movement and status metadata may be received from a sensor of the UV during movement of the UV. The movement and status metadata may include time and location information for the UV during the movement of the UV. An unformatted data stream may be received from the sensor of the UV. The time and location information may be injected into metadata of the unformatted data stream to generate a time and location correlated (TLC) stream. The TLC stream may be analyzed to identify an event related to the UV, and a notification related to the event may be generated."
10059444,2018,Systems and methods for integrating automatic dependent      surveillance-broadcast capabilities in small unmanned aircraft system      (sUAS) operations,A system and method are provided to support accommodating safe integration of small unmanned aircraft systems (sUASs) into the National Airspace Structure in the United States and to augment previously untracked aircraft positions by opportunistically acquiring their position information and forwarding this information to other systems for display. The disclosed schemes integrate automatic dependent surveillance-broadcast (ADS-B) capabilities in sUASs by providing an ADS-B receiver on the small unmanned aircraft or in association with a ground-based sUAS control and communication workstation. Processing of the ADS-B information is integrated with processing of acquired information on sUAS aerial platform operations. Processed integrated information is displayed locally on the workstation and transmitted to other facilities to be remotely displayed. Acquired position information for the sUAS aerial platform and manned aerial vehicles in a vicinity of the sUAS aerial platform are converted to formats commonly used by air traffic control systems.
9910410,2018,Multi-input multi-output control system and methods of making thereof,"The invention provides a multi-input multi-output (MIMO) control system comprising a controller adapted for receiving an input set of at least two control input parameters and a set of at least two control output parameters, said control system arranged for effecting a modified deadbeat control, in which said modified deadbeat control comprises a robust deadbeat control for an n-th order, linear time invariant (LTI) system based upon a series of cascade proportional integrating-differentiating (PID) controls, each PID control comprising a system transfer function having a nominator and a denominator, wherein for the nominator a constant gain (K) is selected for each PID control. The invention further provides a method for controlling a continuous process using this control system."
10005554,2018,Unmanned aerial vehicle,"An unmanned aerial vehicle (UAV) capable of vertical and horizontal flight modes, a method of assembling a UAV, and a kit of parts for assembling a UAV. The UAV comprises an elongated wing structure having an elongated axis along the longest dimension of the elongated wing structure, the elongated wing structure having a middle location at a substantially halfway point; a connecting structure extending substantially perpendicularly from the elongated wing structure, the connecting structure being offset from the middle location of the elongated wing structure at a first position along the elongated axis; and at least three sets of propellers, wherein at least two sets of propellers are mounted on the connecting structure, and wherein at least one set of propellers is mounted at a second position offset from the middle location in an opposite direction away from the connecting structure."
10101748,2018,Methods for launching and landing an unmanned aerial vehicle,"Methods and apparatus are provided for launching and landing unmanned aerial vehicles (UAVs) including multi-rotor aircrafts. The methods and apparatus disclosed herein utilize positional change of the UAV, visual signal, or other means to effect the launch or landing. The methods and apparatus disclosed herein are user friendly, particularly to amateur UAV users lacking practice of operating a UAV."
9879768,2018,Multi-electric motor driven synchronous gearbox assembly with motor      failure mechanism,A multi-electric motor driven gearbox assembly includes a main gear coupled to at least two pinion gears. Each pinion gear is connected via an associated secondary shaft to corresponding secondary shaft pulleys that are adapted to be driven by an electric motor. A one-way bearing is coupled to each pinion gear and disposed so as to allow the pinion gear to decouple relative to the secondary shaft pulley when the associated electric motor fails and to do so without creating drag on the main gear during decoupling.
10051178,2018,Imaging method and appartus,"An imaging method for capturing images using a sensor mounted on an unmanned aircraft comprises: acquiring a range of motion of the sensor relative to the aircraft; acquiring a specification of a linear path along the ground; acquiring parameter values relating to aircraft maneuverability; using the acquired information determining a procedure; performing, by the aircraft, the procedure and simultaneously capturing, by the sensor, a set of images. The procedure comprises the aircraft moving with respect to the path and the sensor moving with respect to the aircraft such that at some time each point along the path is coincident with a footprint of the sensor. Also, each point along the path is present within at least one of the captured images."
9897417,2018,Payload delivery,"Disclosed is a method for delivering a load on-board an aircraft to a target. The method comprises: acquiring a position of the target; acquiring parameter values relating to aircraft maneuverability; acquiring load properties; acquiring parameter values relating to environmental conditions; using the acquired information, determining a position and a velocity value; performing, by the aircraft, the procedure; and, at a point in the procedure that the aircraft has the determined position and its travelling at a velocity equal to the determined velocity value, releasing the load. The determined position and velocity value are such that, were the aircraft to release the load while having the determined position and velocity, the load would travel to be within a predetermined distance of the target. The procedure is such that the aircraft would have the determined position and velocity at some time-step."
10054110,2018,Method for optically detecting a wind turbine for testing purposes using      an aircraft,"A method for optically acquiring a wind turbine for monitoring purposes with the aid of an aircraft, in particular a manned or unmanned rotorcraft, which has at least one camera installed thereon, wherein the wind turbine comprises a plurality of rotor blades, the surface of which is scanned within the scope of the method."
10020690,2018,Device for remote transfer of energy to a moving object by acoustic waves,"The invention consists of a system allowing remote wireless transfer of energy from a base station to a moving object, in particular a drone, moving in a given zone around the base station. The system includes means for tracking the moving object so as to determine the position of the moving object relative to the base station at any time, means for transmitting a synthetic acoustic wave focused in the direction of the moving object, these two means being located at the base station and powered by the base station, and acoustic reception means, located on the moving object, for receiving the acoustic wave transmitted by the base station and converting the received acoustic wave into an electrical signal and then into a power supply voltage for a battery."
10124888,2018,Rotorcraft,"A rotorcraft having a body and a propulsion system wherein the propulsion system includes a main thrust rotor and multiple control rotors, wherein the main thrust rotor is coupled to the body, whereby the main thrust rotor is driven by a main thrust drive shaft having an axis of rotation maintained in a fixed orientation to the body of the rotorcraft and wherein the multiple control rotors are arranged to control roll, pitch and yaw of the rotorcraft and are driven by respective control drive shafts offset to the axis of rotation of the main thrust drive shaft."
10144523,2018,"Multi-layer de-icing skin for aircraft platforms: failure resistant,      energy efficient and extended lifetime method of use","An ice resistant structure is provided which includes a self-supporting, structural platform, a retaining, protective layer and a subsurface anti-icing (AI) and/or de-icing (DI) layer. The retaining, protective layer is disposed over the self-supporting, structural platform. The subsurface anti-icing (AI) and/or de-icing (DI) layer is located between the self-supporting, structural platform and the retaining, protective layer. The subsurface Al and/or DI layer is a functional layer such that an Al and/or DI agent is released to a surface of the retaining protective layer by an activation mechanism responsive to a change in an environmental condition."
10132951,2018,Detection of buried assets using drone apparatus,"An unmanned aerial vehicle (UAV) for detecting buried assets includes a chassis, a global navigation receiver and processor, an electromagnetic locator device (ELD), and a processor for receiving a first data structure that represents a two dimensional area comprising a buffer zone at an above-surface location, wherein the buffer zone corresponds to a particular buried asset sought by the UAV, navigating towards the buffer zone and executing a detection process for storing a plurality of buried asset data points, and transmitting the buried asset data points."
10124908,2018,Systems and methods for unmanned aerial vehicle landing,Provided herein are systems and method for autonomously or semi-autonomously landing an unmanned aerial vehicle (UAV) on a landing pad. The landing pad can include features configured to correct misalignment of the UAV on the landing pad. The landing pad can additionally include one or more markers than can be identified by the UAV to aid the UAV in locating the landing pad and determining the location of the UAV relative to the landing pad.
9938008,2018,Systems and methods for execution of recovery actions on an unmanned      aerial vehicle,Provided herein are systems and methods for providing reliable control of an unmanned aerial vehicle (UAV). A system for providing reliable control of the UAV can include a computing device that can execute reliable and unreliable programs. The unreliable programs can be isolated from the reliable programs by virtue of executing one or more of the programs in a virtual machine client. The UAV can initiate a recovery action when one or more of the unreliable programs fail. The recovery action can be performed without input from one or more of the unreliable programs.
10061319,2018,Method and device for in-flight terrain identification for microdrone,"The invention relates to a surface identification device for the movement of a vehicle at a distance from that surface, the device comprising a detection head, the head including at least one sensor of a property depending on the distance of the center of the head from the surface, each sensor covering a detection zone centered on a line of sight, an orientation system for the detection zone of each sensor, and a controller processing the signals from each sensor and controlling the system based on said signals. The controller estimates the direction of the perpendicular to the surface, and uses said system to rotate the line of sight of each sensor in a separate direction by a reorientation angle of the direction of said perpendicular."
9969490,2018,Motor vehicle with captive aircraft,"A motor vehicle system includes a motor vehicle including an aircraft landing portion, and an actively propelled unmanned aircraft configured to be supported on the aircraft landing portion. The vehicle and aircraft are configured such that the vehicle can provide at least one of fuel and electrical energy to the aircraft while the aircraft is supported on the aircraft landing portion."
9897462,2018,Flap angle measurement system and method,A system for monitoring movements of rotor blades attached by flapping hinges to a central head or hub of a helicopter. At least one sensor is arranged to continuously measure vertical angular movement of a rotor blade and/or the flapping hinge. Also a method for monitoring movements of rotor blades attached by flapping hinges to a central head or hub of a helicopter.
9873525,2018,Aircraft retrieval device,A method for retrieving an unmanned aircraft is provided. The retrieval device may include a frame that supports a flexible material. The flexible material may form a receptacle portion shaped to receive the unmanned aircraft. The flexible material may absorb at least a portion of the energy exerted by the aircraft landing within the receptacle portion. Wheels may be connected to the frame to further control and absorb energy from the landing.
10131265,2018,Trailer for autonomous vehicle,"The disclosed embodiments include a trailer for an autonomous vehicle controlled by a command and control interface. The trailer includes a trailer body configured to retain the autonomous vehicle in an undeployed configuration. The trailer also anchors the autonomous vehicle in a deployed configuration. A tether is provided having a first end coupled to the trailer body and a second end that is configured to couple to the autonomous vehicle. A winch is utilized to adjust a length of the tether to move the autonomous vehicle between the undeployed configuration and deployed configuration. Further, a communication system communicates with the command and control interface and the autonomous vehicle to control movement of the autonomous vehicle between the undeployed configuration and deployed configuration."
10081432,2018,Drone structure,"A structure of drone () comprises a frame () comprising an engagement portion ('), said engagement portion (') being a strip having a predetermined geometry. The structure of drone () also comprises a plurality of propulsion elements (). Each propulsion element () is arranged, in use, to be engaged in a removable way to the engagement portion (') at a any point of the strip, in such a way to easily change the number and the arrangement of the propulsion elements () present on the engagement portion (')."
10131426,2018,Aircraft capable of vertical take-off,"The invention relates to an aircraft which can both take off and land vertically and can hover and also fly horizontally at a high cruising speed. The aircraft has a support structure, a wing structure, at least three and preferably at least four lifting rotors and at least one thrust drive. The wing structure is designed to generate a lifting force for the aircraft during horizontal motion. To achieve this the wing structure has at least one mainplane provided with a profile that generates dynamic lift. The wing structure is preferably designed as a tandem wing structure. Each of the lifting rotors is fixed to the support structure, has a propeller and is designed to generate a lifting force for the aircraft by means of a rotation of the propeller, said force acting in a vertical direction. The thrust drive is designed to generate a thrust force on the support structure, said force acting in a horizontal direction. The lifting rotors can have a simple construction, i.e. they can have a simple rigid propeller for example, and a vertical take-off or hovering of the aircraft can be controlled, in a similar manner to quadcopters, by a simple control of the speeds of the lifting rotors. High cruising speeds can be achieved as a result of the additional horizontally acting thrust drive."
10040561,2018,Airborne kinetic energy conversion system,"Methods and apparatus to harvest renewable energy are provided herein. In some embodiments, a wind-powered aircraft includes an airframe suitable for untethered flight in an open airspace; and an airborne kinetic energy conversion system attached to the airframe, the airborne kinetic energy conversion system comprising a turbine, a generator connected to the turbine, and an electrical storage means connected to the generator."
9926084,2018,Aerial system and vehicle for continuous operation,"An aerial vehicle landing station comprising a first post and a second post, wherein the second post is spaced apart from the first post and a cable to capture an aerial vehicle, wherein the cable is stretched between the first post and the second post and configured to support the weight of the aerial vehicle once captured and the cable may provide a charging current to the aerial vehicle once captured. One or more markers may be further positioned on the cable to designate a landing point, wherein the one or more markers are configured to be visually tracked by the aerial vehicle. A cable management device coupled to the cable via one or more pulleys may regulate tension of the cable. A communications transceiver at the aerial vehicle landing station may wirelessly communicate data with the aerial vehicle."
10155585,2018,Folding propellers system,"Folding propeller system for safe packing and shipping, and easy deployment."
9957035,2018,"Un-manned aerial vehicle having adjustable wing module, tail, and landing      gear",The present invention relates to an aircraft. The aircraft includes a fuselage module for receiving a payload. The fuselage module includes a plurality of internal connections. The aircraft includes a wing module adjustably coupled to the fuselage module and a tail module coupled to the wing module. The wing module may be adjusted relative to the fuselage module to adjust a location of an aerodynamic center of the aircraft to maintain a pre-determined distance between the location of the aerodynamic center of the aircraft and the location of the center of gravity of the aircraft. A main landing gear may be adjusted relative to the fuselage module to adjust the location of the aerodynamic center of the aircraft to maintain a pre-determined distance between the location of the aerodynamic center of the aircraft and the location of the center of gravity of the aircraft.
10046844,2018,Aerial vehicle with frame assemblies,"Systems, devices, and methods for a transformable aerial vehicle are provided. In one aspect, a transformable aerial vehicle includes: a central body and at least two transformable frames assemblies respectively disposed on the central body, each of the at least two transformable frame assemblies having a proximal portion pivotally coupled to the central body and a distal portion; an actuation assembly mounted on the central body and configured to pivot the at least two frame assemblies to a plurality of different vertical angles relative to the central body; and a plurality of propulsion units mounted on the at least two transformable frame assemblies and operable to move the transformable aerial vehicle."
9896221,2018,Unmanned aerial vehicle (UAV) having a deployable net for capture of      threat UAVs,"An apparatus for use as part of, or attached to, an unmanned aerial vehicle (UAV) to intercept and entangle a threat unmanned aerial vehicle, includes a flight and payload control system for controlling power to the UAV and for controlling maneuvering of the UAV. A host-side mount may be coupled to the UAV and is in communication with the flight and payload control system. A payload-side mount is removably attached to the host-side mount and includes a power interface and a control interface between the payload-side mount and the host-side mount. A counter-UAV system is coupled to said payload-side mount and includes a deployable net having a cross-sectional area sized for intercepting and entangling the threat unmanned aerial vehicle; and a deployment mechanism for mounting to the unmanned aerial vehicle including a rigid mounting bar and a pair of cords, between which the deployable net is disposed."
9964519,2018,Non-destructive system and method for detecting structural defects,"A device for discovering, identification and monitoring, of mechanical flaws in metallic structures is disclosed, based on magneto-graphic/magnetic tomography technique to identify stress-related defects. The device can determine the position of the defect or stress including depth information. The device includes registration means that optimized for use with metallic structures of various types, shapes, and sizes. Applications include a real-time quality control, monitoring and emergency alarms, as well structural repairs and maintenance work recommendations and planning. Examples of the device implementation include pipes for oil and gas industry monitoring, detection of flaws in roiled products in metallurgical industry, welding quality of heavy duty equipment such as ships, reservoirs, bridges, etc. It is especially important for loaded constructions, such as pressured pipes, infrastructure maintenance, nuclear power plant monitoring, bridges, corrosion prevention and environment protection."
9975622,2018,Morphing foil or wing,"Embodiments of the present invention relate to an adaptable wing having a variable geometry for influencing aerodynamic performance, the wing comprising a jointed leading edge having a main pivot, and a wrist joint, with a wing arm therebetween, and a distal wing hand depending from the wrist joint; the wing being reciprocally actuable, via the main pivot and wrist joint, between a first state having an extended wing planform and a second state having a tucked wing planform."
9870504,2018,Stitched image,"Various embodiments associated with a composite image are described. In one embodiment, a handheld device comprises a launch component configured to cause a launch of a projectile. The projectile is configured to capture a plurality of images. Individual images of the plurality of images are of different segments of an area. The system also comprises an image stitch component configured to stitch the plurality of images into a composite image. The composite image is of a higher resolution than a resolution of individual images of the plurality of images."
10147177,2018,Object image recognition and instant active response with enhanced      application and utility,"A device for detecting an offending object such as weeds or insects, and addressing the offending object by removing or marking the same. The device has image acquisition and image recognition systems that captures images of plants and automatically responds by way of an action when a weed or insect is identified. The action head may grip the offending object or release a substance such a herbicide to eliminate a weed."
10113534,2018,Power generating windbags and waterbags,"A method of using a bagged power generation system comprising windbags and waterbags integrated with drones and adapting drone technologies for harnessing wind and water power to produce electricity. An extremely scalable and environmentally friendly method, system, apparatus, equipment, techniques and ecosystem configured to produce renewable green energy with high productivity and efficiency."
10081441,2018,Tilt-ball turret with gimbal lock avoidance,A turret assembly for attachment on the undersurface of an aircraft that reduces performance limitations due to gimbal lock and reduces the cross section profile of the assembly. The assembly includes a roll actuator including a drive shaft. A yoke having a cross member is coupled to the drive shaft and a pair of prongs. The yoke is rotated via the roll actuator and drive shaft along a roll axis oriented substantially parallel to the body of the aircraft. A turret is mounted on the prongs of the yoke. A tilt actuator is contained within the turret. The tilt actuator tilts the turret on a tilt axis relative to the yoke. The tilt axis is perpendicular to the roll axis.
10025307,2018,Modular flight management system incorporating an autopilot,"A modular vehicle management system is described, comprising a controller module configured to control different types of carrier modules. The controller module includes a computer system and optionally one or more sensors. The computer system is configured to perform operations comprising detecting whether a carrier module is connected to the controller module. If the carrier module is connected to the controller module, the carrier module is authenticated. If the authentication fails, operation of the vehicle is inhibited. The control module is configured to determine carrier module capabilities including information regarding a navigation processing device, and/or a radio modem. The controller adapts to the capabilities of the controller module. Using information from the sensors and the navigation processing device, the vehicle management system navigates the vehicle."
9969481,2018,Autonomous intelligence surveillance reconnaissance and payload delivery      system and method of using same,"An intelligence, surveillance, and reconnaissance system is disclosed including a ground station and one or more aerial vehicles. The aerial vehicles are autonomous systems capable of communicating intelligence data to the ground station and be used as part of a missile delivery package. A plurality of aerial vehicles can be configured to cast a wide net of reconnaissance over a large area on the ground including smaller overlapping reconnaissance areas provided by each of the plurality of the aerial vehicles."
10026165,2018,Object image recognition and instant active response,"A device for use in a security system includes a sensor, an image capture device, an action arm, and a processor in communication with the sensor, the image capture device, and the action arm. The processor is configured to receive data from the sensor and the image capture device and identify a target based on an analysis of the received data. The processor is also configured to determine, based on the analysis of the received data, that the target is a drone or other mechanical device. The processor is also configured to determine an action to take on the identified target. The processor is further configured to cause the action arm to perform the determined action on the target."
10043263,2018,Mobile system for explosive device detection and instant active response,A device for use in identifying an explosive includes a processor and an induction heat source in communication with the processor. The induction heat source is configured to emit radiation to heat a metallic component of an explosive device by way of induction. The device also includes a temperature sensor in communication with the processor that is configured to detect heat emitted from the metallic component of the explosive device. The processor is configured to identify a location of the metallic component of the explosive device based on the detected heat. A gas sensor is used to detect one or more gases emitted from a non-metallic explosive device. The device further includes an action arm configured to conduct a detonation attempt at the location of the metallic component of the explosive device.
10137985,2018,Stealth aerial vehicle,"An aerial vehicle having a low radar signature includes a first side on which turbine openings, and payload bays or landing gear bays are disposed. A second side of the aerial vehicle is designed to have a smaller radar signature than the first side."
9856036,2018,"Line capture devices for unmanned aircraft, and associated systems and      methods","Line capture devices for unmanned aircraft, and associated systems and methods are disclosed. A system in accordance with a particular embodiment includes a line capture device body having a line slot with an open end and a closed end. A retainer is positioned proximate to the line slot and has a rotor with a plurality of rotor arms positioned to extend at least partially across the line slot as the rotor rotates relative to the body. A joint rotatably couples the rotor to the body, and a ratchet device is operably coupled to the rotor to allow the rotor to rotate in a first direction and at least restrict the rotor arm from rotating in a second direction opposite the first. In other embodiments, the retainer can include other arrangements, for example, one or more wire-shaped elements."
9981740,2018,Layered architecture for customer payload systems,"A layered architecture for customer payload systems is disclosed to provide a scalable, reconfigurable integration platform targeted at multiple unmanned aerial vehicles (UAV), and remove both UAV specific and payload equipment specific characteristics that increase complexity during integration. The layered architecture is a modular design architecture that is split by function. Standard interfaces are implemented between functional layers to increase reconfiguration possibilities and to allow reuse of existing components and layers without modification to the payload or UAV. The standard interfaces also promote easy connection and disconnection from other layer components. Additionally, once the layered architecture is implemented, technological or functional requirements changes can be isolated to one specific component layer, not the entire payload stack. As a result, payload designs based on the layered architecture reduces design time and cost, and allows for easier integration, operation, upgrades, maintenance, and repair."
