PatentNum,Date,Title,Text
6382089,2002,"Cutting device for citrus fruit","A cutting device is disclosed for use to derind a half-section of a citrus fruit. The device has an upwardly opened container with a vertical axis. An upwardly opened cup is coaxially mounted in a removable manner within the container at a short distance from the upper edge thereof, in order to receive and hold he half-section to be derinded. A manually operable knife-supporting element is removably mounted in a rotatable manner coaxially on top of the container. This element has an annular bottom edge shaped and sized to fit and be slidable onto the upper edge of the container. It also has a knife-receiving sleeve that extends at a radial distance from said vertical axis and projects downwardly towards the central bottom portion of the cup. A knife is removably insertable into the sleeve after the half-section has been positioned on top of the container. Once inserted into the sleeve, the knife has its blade that penetrates into the fruit at a short distance from he rind thereof and allows the half-section of the fruit to be derinded upon manual rotation of the knife-supporting element with respect to the container."
4378730,1983,"Citrus press device","A citrus fruit juicing attachment for an electrically-driven kitchen robot is described. The attachment of the invention comprises an extension piece for fitting on the motor drive shaft, a basket for mounting on the upper bowl of the kitchen robot which is provided at its edge with a projection adapted to operate a motor control switch and at least one cone which can be driven by the extension piece. The cone can only be mounted in the basket when the extension piece is not engaged therein. The need to remove basket and cone when changing cones, thus disenabling the machine, leads to an increase in safety."
4309942,1982,"Citrus press","There is provided a citrus press having a juice receptacle constituted by two substantially concentric cylinders forming an annulus. An annular partition interconnects the two cylinders and divides the annulus into a larger section and a smaller section, the smaller section opening into a spout at the location of the partition. In a first position of the receptacle, juice may be collected and held in the larger section. Upon inversion of the receptacle, juice may be collected in the smaller section for delivery via the spout."
5970859,1999,"Hand-operated juicer","A hand-operated juicer includes a base, an upright support mounted on the base, an upper squeeze unit that is connected to an upper end of the upright support, and a lower squeeze unit that is disposed below the upper squeeze unit above the base. The upper squeeze unit has a manually operable rod member and a squeeze cap that is connected to a lower end of the rod member. The rod member is movable vertically to enable the squeeze cap to abut against the lower squeeze unit. The squeeze cap is made of stainless steel, and has an upper socket portion, a lower skirt portion diverging downwardly from the upper socket portion, and a tubular adaptor that is mounted removably in the upper socket portion and that is connected detachably to the lower end of the rod member."
5551335,1996,"Citrus juicer","A citrus juicer having a base enclosing a driving electric motor arranged to drive a pair of upstanding spindles on top of each of which is a juicing cone, the juicing cones being arranged above a container for the collection of juice, characterised in that the container is attached to the base so as to be readily removable therefrom for cleaning, a lid arranged to extend over the juicing cones and the container hingedly removably attached to the container, the lid being shaped internally to apply pressure to a half-citrus fruit placed on top of each said juicing cone on closure of the lid, the lid being moulded from plastic in a single piece, the arrangement being such that half of a citrus fruit can be placed on top of each juicing cone and the lid hinged downwardly to press simultaneously the halve of the citrus fruit onto the juicing cones in order to cause juice to be extracted from them."
6371013,2002,"Fruit squeezer with an additive adding mechanism","A fruit squeezer includes a hollow stand, a water container mounted on the stand, a juice collector mounted in the water container, a reamer mounted rotatably in the juice collector, a squeezing member disposed above and movable toward the reamer, and an additive adding mechanism that includes an electric heater mounted in the hollow stand, an additive container mounted in the water container and in fluid communication with the juice collector, and a conduit assembly in fluid communication with the water container and the additive container and including a heated section passing over and heated by the heater."
4157062,1979,"Motor-driven citrus fruit press","A citrus fruit press, a rotary squeezing cone on an axially displaceable driving shaft, a switch and operator therefor aligned with the displaceable shaft, a motor operated by the switch and driving the shaft, a strainer beneath the cone, a delay means acting on the switch to assure one complete revolution of the cone, a spiral wiper on the cone and strainer alternately rotated thereby when the cone is depressed and held stationary by a stop when the cone assumes its upper position, and alternately a second cone, wiper and switch."
6347580,2002,"Juice maker","A juice maker uses a handle to control an upper mold to move upward or downward, which corresponds to a lower mold at underneath, and the lower mold is controlled by the handle to turn, when the upper mold is driven to move upward or downward, the lower mold will turn to squeeze juice from a fruit seating in a barrel of the machine."
6553899,2003,"Juicer with an easy-to-assemble pivotal connection for the handle","A juicer comprises a base, a column extending upright from the base, a head securely attached to an upper end of the column, a vertical rod extending vertically through the head, a Y-shaped handle including a main section and two arms branching from an end of the main section, and a pair of connecting rods. A pressure cup is securely attached to a lower end of the vertical rod by a connecting member. The distal ends of the arms of the handle are connected to the head by an axle without threading connection. The lower ends of the connecting rods are pivotally connected to two ears on two ends of the connecting member without threading connection."
4420702,1983,"Resilient motor mounting for an electric dry shaver or the like","There is provided an apparatus such as a dry shaver comprising a housing formed by two opposing housing shells. An electric motor is mounted on at least one support extending from one housing shell. Adjacent the support a resilient hook is formed integrally with, and projects from, such one housing shell in order to secure the motor to the shell, the resilient hook engaging an edge portion of the motor and urging the motor against the support. A projection extends inwardly from the other housing shell to engage the resilient hook and thereby constitute a stop for it and position the hook relative to the motor."
6363837,2002,"Juice extractor and beverage mixer apparatus","A juice extractor module includes a cover and a juice extractor fluted dome and pulp filter which filters the extracted juice. A second module is formed by a pitcher. The juice flows into the pitcher through the pulp filter of the first module. A paddle depends from a third module and is driven by a motor and gears simultaneously with the extractor, for mixing the extracted juice and other ingredients such as water, sweeteners, etc. The third module contains the motor, drive gears and switch in substantial fluid isolation from the first and second compartments, for driving the paddle and the juice extractor. Different extractors may be attached for different size fruits. A lid may be attached over the pitcher for juice/beverage storage."
5570629,1996,"Juice extraction device","A juice extracting device for rupturing the exposed cellular structure of a section of fruit such as oranges, grapefruit, lemons, et al. comprising an upstanding reamer with a bulbous head. The bulbous head portion takes a generally spherical configuration and with the spherical surface extending downwardly and inwardly beyond an imaginary diametrical horizontal plane. Thus, a downwardly diminishing horizontal cross section is provided beneath the plane with speed and efficiency of juice extraction greatly enhanced."
4520286,1985,"Appliance driven by an electric motor","An electrically driven appliance such as a citrus press comprises a drivable tool; a self-starting single-phase synchronous motor including a diametrically magnetized permanent-magnet rotor forming a rotor field and positioned between two stator poles forming a stator field; and a drive mechanism arranged between the motor and the tool, for driving the latter, such mechanism including a plurality of drive elements each engaging the adjacent element or elements. A stalling device coacts with one drive element having a pair of stops, the stalling device including a member alternately engageable with such stops after a specific number of revolutions of the rotor in either direction of rotation, such engagement effecting stalling of the rotor and automatic reversal of the direction of the rotation of the rotor. The physical relationship of the stalling device member and the stops to each other is such that the rotor is stalled in positions wherein the angle between the rotor-field vector intersecting the rotor axis and a line intersecting the rotor axis perpendicularly to the stator field lies within an angular range of .degree. in each direction of rotation of the rotor."
4812691,1989,"Device for improving the stability of rotation of the rotor of a      single-phase synchronous motor","The invention relates to a device for improving the stability of rotation of the rotor of a single-phase synchronous motor mounted in an apparatus housing. The motor exhibits an average motor torque on which strong alternating torques are superimposed and which drives a preferably rotating load. The rotating load may be a small domestic appliance such as a citrus-juice extractor, a knife sharpener, or a dry-shaver with rotatary cutters. The device is constructed in such a way that the rotor is influenced by an additional mechanical compensation torque which acts outside the load-transmission path and which counteracts the electro-mechanical alternating torques of the motor for a given, preferably positive, direction of rotation of the rotor, the positive direction of rotation being that direction in which the torque exerted on the rotor by the current becomes initially zero and in which subsequently, shifted through a small angle, the magnetic detent torque, which exists when the stator coils are not energized, also becomes zero. And in this position a stable rest position of the rotor is provided and the opposite direction of rotation is blocked. Blocking is effected by means of a unidirectional device."
6138556,2000,"Fruit squeezer","A fruit squeezer includes a hollow base having a peripheral side wall with opposite highest and lowest sides, a container having a first spout and turnable relative to the hollow base between a draining position in which the first spout is aligned vertically with the lowest side, and a non-draining position in which the first spout is aligned vertically with the highest side, a reamer mounted rotatably in the container, a driving unit mounted rotatably on the hollow base and having a driving shaft that projects into the container and that is connected to the reamer, and a squeezing member disposed above the reamer for moving toward the reamer."
4896591,1990,"Citrus fruit squeezer","This invention relates to a device for squeezing citrus fruits, which comprises an ejector formed by a circular grille whose radial arms are slidably engaged in slots made in an ogive-shaped body to allow lowering of the grille, whose return is effected by a helical spring interposed between the base of the body and the arms."
3807297,1974,"AUTOMATIC CITRUS FRUIT SQUEEZING DEVICE","An electromechanical device used for squeezing citrus fruits which includes a female cone driven by a motor situated in the upper part of the device and a stationary male cone resting on the receptacle for fruit juices serving as a stand for the device and adapted to enter and define with the female cone a cavity for squeezing a citrus fruit."
4106401,1978,"Hand-operated squeezer for extracting the juice from citrus fruits","A citrus fruit squeezer having upstanding squeezer cones above a strainer and receptacle, the cones being symmetrically arranged for simultaneous use by a person with both hands."
4141541,1979,"Hand utensil for holding a citrus fruit","A hand utensil for holding a citrus fruit including a bowl-shaped cover, a plurality of gripping arms within the cover and movably inwardly and outwardly to grip and release the piece of fruit; the arms being displaceable endwise outwardly to release the fruit; there being means to spread the arms apart as they are longitudinally displaced; and a push button movable relative to the cover to displace the arms endwise outwardly."
4530277,1985,"Citrus fruit squeezer","A citrus fruit squeezer including a reservoir having a cone-shaped support member on which a fruit to be squeezed is placed. A cover is pivotably supported by a peripheral portion of the reservoir. A pressing member is rotatably supported by the cover and is fitted on and over the fruit on the support member when the covers is pulled over and down against the reservoir. The pressing member is pressed against the fruit and rotated to squeeze juice from the fruit."
11058247,2021,"Multi-lemon squeezer","A multi-lemon squeezer that is comprised of a frame that supports a gear train and a rack guide. A rack is held within the rack guide and the rack has a press on a bottom end of the rack. The bottom of the press defines a plurality of outward conical structures. The frame defines a base that supports a receptacle that has a removable cover. The removable cover defines a plurality perforated cups that receive the plurality of outward conical structures of the press. A lever attaches to the gear train to provide the force needed to move the rack downward to squeeze any lemons held within the plurality of perforated cups of the removable cover."
10966559,2021,"Multifunctional juicing net structure of juicing device","A multifunctional juicing net structure of a juicing device includes a juice cup, a juicing net cup, a spiral pushing and extruding body and a feeding cup cover. The juicing net cup is received into the juice cup; the spiral pushing and extruding body is received into the juicing net cup, and the feeding cup cover is covered onto the juice cup. The juice cup and the juicing net cup are provided for juicing and filtering food residue and make selective adjustments according to different squeeze food to achieve the effect of separating the juice and the residue during a juicing process. No dead spot exists after the juicing net cup is detached from the juice cup to facilitate the cleaning and preventing the residue from being stuck at the corners during the cleaning process, so as to achieve the effects of good functionality and high convenience."
10736455,2020,"Pressing body and apparatus for obtaining fruit juice and/or fruit pulp      from citrus fruit","An apparatus for obtaining fruit juice and/or fruit pulp from citrus fruit is provided. The apparatus includes a drive mechanism provided with a drive shaft and a pressing body provided on the drive shaft, said pressing body having a dome-shaped pressing surface having a top and a base, as well as ribs extending between the top and the base, wherein a cross section of the pressing body at right angles to the central axis of the pressing body has a substantially zigzag-shaped periphery, wherein each rib is provided with a flank which slopes steeply from the circumscribed circle of the periphery and a flank which slopes gradually from the circumscribed circle of the periphery, wherein the angle which is included between the circumscribed circle and the steeply sloping flank is greater than the angle included by the circumscribed circle and the gradually sloping flank, and wherein the steeply sloping flank and the gradually sloping flank of adjoining ribs along the periphery face each other and wherein the top of the pressing surface is provided with a recess."
4534108,1985,"Electric can opener with juice squeezing attachment","An electric can opener comprises a can opener body, a can opening attachment and a juice squeezing attachment. The can opener body is provided with a drive shaft, a motor for rotating said drive shaft, a vertically holding portion and a horizontally holding portion. When the vertically holding portion is utilized to set the can opener body, the drive shaft assumes a horizontal condition. A horizontal rotating shaft provided on the can opening attachment can be brought into engagement with the drive shaft in the horizontal condition. Accordingly, the can opening attachment is utilized to cut out a lid of a can. On the other hand, when the horizontal holding portion is utilized to set the can opener body, the drive shaft assumes a vertical condition. A vertical rotating shaft provided on the juice squeezing attachment can be brought into engagement with the drive shaft in the vertical condition. Accordingly, the juice squeezing attachment can be utilized to squeeze fruit juice of citrus fruits."
4531457,1985,"Two piece juicer","The invention relates to a two piece juicer which can be assembled by hand. This comprises one section which holds a horizontal pin which, when properly aligned with the other section which carries an extension to accept the pin, results in a pivot enabling closing and opening the respective parts."
